"tweet_text","dataset"
"@mello826BA @YoungPR826 I'm not sure if I can get you guys in ","Sentiment140"
"@RZAWU Bong Bong! I good look on the BlackRoc","twitter_cikm_2010"
"RT @Senate_GOPs: A whole host of @Senate_GOPs will be talking about Medicaid over the next hour. #senatedebate","twitter_cikm_2010"
"It's freakin weekend, baby I'm bout to have me some fun... LOL. Remix to Ignition is on B97!","twitter_cikm_2010"
"@the_real_nicnak been usin burnie's ever since I was born baby.","twitter_cikm_2010"
"@clarizeyaleRawr There's a warning label on the bottom of your mug? I guess you shouldn't drink from it, huh?","twitter_cikm_2010"
"Shout out to @salioelsol08 muh dude is gettin mad love on here right now.","twitter_cikm_2010"
"Need makeup tips? Check out http://www.makeuptip.com/","twitter_cikm_2010"
"@brossie It's at 10pm, so idk how late you work. But it's where you come to the MLK commons clothed, then donate the clothes, then run...","twitter_cikm_2010"
"I was just bagel jacked. Bagelburggeler.","twitter_cikm_2010"
"@GY312 he sure would have and I know one of them personally, lol. ;-)","twitter_cikm_2010"
"Coldwater Creek: 25% off plus free shipping. Valid through 11/30/09. http://url4.eu/rDrA","twitter_cikm_2010"
"@PaulAros lmao. Seacrest, out!","twitter_cikm_2010"
"I had a wonderful dream *__*  But I dont dreamed finish...I want to know the end of my dream.. ","Sentiment140"
"Damn Hov And Rick Ross have tracks that were sampled from the Shaft in Africa Soundtrack","twitter_cikm_2010"
"He said I could do it EVERYDAY, EVERY HOUR on the hour and it would still drive em CRAZY & u can RETWEET that *wink*","twitter_cikm_2010"
"busy busy weekend. okay by me cause the fast it goes that faster i see @scotty_15! :) slo on monday too!!","twitter_cikm_2010"
"Awake early this am. Trying to decide which to-do to tackle first! Laundry? Cleaning? Yardwork? Reading? The nursery? Or crib shopping? ","Sentiment140"
"I want to go see Alice & the Wonderland & Brooklyn's Finest...Who's taking me???","twitter_cikm_2010"
"@oo00_Mr_K_00oo what is new in the +64?","twitter_cikm_2010"
"@SimonJones19 well, now I've learned a new slang word and am blushing too! Ta! ","Sentiment140"
"RT @CenPhoTV: 2nite in Phoenix: It's movie night at Civic Space Park: ""17 Again"" FREE and under the Jelly Fish sculpture w/ great eve temps!","twitter_cikm_2010"
"Go Away, I'm Gardening!: My Favorite Photos... http://bit.ly/19zPMP","twitter_cikm_2010"
"RT @jayrock: ON SOME REAL SHIT 50 CENT ALBUM IS DOPE http://myloc.me/1oojn","twitter_cikm_2010"
"Watching the President's address...","twitter_cikm_2010"
"@eboku0i When I wear the shirt it's much cooler.","twitter_cikm_2010"
"Denmark is painfully first-world. Ow.","twitter_cikm_2010"
"Ughhhh going down my st on a sat nite is neeeeever going to work. Tooooo many ppl","twitter_cikm_2010"
"@JosieNutter I went to Marquette and then lived in Milwaukee for a few years afterward. I used to work for the Milwaukee Journal Sentinel :)","twitter_cikm_2010"
"@jordanknight I am so sorry for your loss.  Your family is in my thoughts and prayers.  As always, much love","twitter_cikm_2010"
"Alternative views on the prophecy - Dark Lord Potter Forums http://bit.ly/2m3Aas","twitter_cikm_2010"
"RT @mashable: Mobile Web Is Taking Over the World (and Other Internet Trends) - http://bit.ly/2JIWsC #mobiletrends","twitter_cikm_2010"
"Hey world! Just waking up from a much needed nap. Now it's time for me to hit the books. I have a test in Hematology class w/ Mr. Asshole!","twitter_cikm_2010"
"@Insatiable_V doesn't matter.","twitter_cikm_2010"
"my shoulder hurts.  i want to cuddle.","Sentiment140"
"@jaret2113 welcome home","twitter_cikm_2010"
"Fun stuff - my 06 yellow mustang was used for a movie trailer, check it out  http://bit.ly/2dhoEf","twitter_cikm_2010"
"Killing chineese with @randyholley","twitter_cikm_2010"
"I went to @CounterBurger tonight, THAT is how it's done! Really good burgers! (Awesome fried pickles too) :)","twitter_cikm_2010"
"Bookins after 2night is +100 haha RT @ShottaCorrey: RT @KINGFATTA: Damn @DJMAGICIZNICE price gonna go up now from (cont) http://tl.gd/8g82j","twitter_cikm_2010"
"I just bought em too. Lol RT @RevGlennWisdom: SMH at the spacejams being 175. Having a pair of OG spacejams FTW","twitter_cikm_2010"
"Placed request for Gator Bowl tixs...wonder if I'll get any...even after being a Booster for 10 years!","twitter_cikm_2010"
"This is for @SubwayTally  http://yfrog.com/4eyt3j (via @InDueTime). That is SO sweet! Love it!!","twitter_cikm_2010"
"#TXST ACE forces SFA to call a timeout as #TXST pulls ahead 20-14","twitter_cikm_2010"
"has reached a final agreement with the sellers, finally. Now just to start scraping together the downpayment! #fb","twitter_cikm_2010"
"Pants on the ground, Pants on the ground! CLASSIC! Ha ha ha!","twitter_cikm_2010"
"@FlYyCUNTbIsH nothin just chillin... just woke up really.. its raining =] I love the sound of rain lOl hbu?","twitter_cikm_2010"
"RT @DerrenBrown Some lovely vids appearing of people stuck in their chairs: fave is http://tinyurl.com/n9hyzr. Thank you Miss Green!","twitter_cikm_2010"
"#wireless Download for FREE fotos, music, software, games, videos, mov...: Hi Everyone, you can downlo.. http://bit.ly/2UsEnP","twitter_cikm_2010"
"At Emerald Heating & Cooling we want your home’s comfort system to operate at peak performance. http://www.emeraldheating.com","twitter_cikm_2010"
"It really is!! RT @TOUCHOFCLASSENT: @AzukarLounge crackin!!!  http://tweetphoto.com/12663450","twitter_cikm_2010"
"Come on, 2:30, get your ass here.","twitter_cikm_2010"
"Ow ow the badest girl in da club just talked to me :) ow ow...haha head feels better now well for them few seconds","twitter_cikm_2010"
"Looking forward to my flight to St. John at 7am. Not looking forward to driving to Philly at 1am. Ya win some ya lose some.","twitter_cikm_2010"
"Wathcing while she was away","twitter_cikm_2010"
"Can governments squeeze bankers' pay? http://viigo.im/0Nf5","twitter_cikm_2010"
"yay for friends coming to help me improve my apartment!  thanks mitch!","twitter_cikm_2010"
"Ready to be twinin it up with tekia today. You can call us the grayseela twins","twitter_cikm_2010"
"Thinks mayb Federer has a decent chance at winning his 1st French Open looking at the stats ","Sentiment140"
"Shed Competition – Vote Now for your favorite shed design! http://bit.ly/3DfLNQ","twitter_cikm_2010"
"win elections you will spread cheap rumours call every responsible citizen and brave armed forces names stop your nonsense our nation awake now they won’ spare congress divine leader modi here make all you accountable can never under pressure","Twitter Sentiments Dataset"
"Ha I think its so funny when u go to request someone and it says u have been blocked by this user haha .. Uhhhh ok lol","twitter_cikm_2010"
"RT: @DominicanZeta: #DearNewGreeks Some of yall were lame before, now you're lame with a line shirt on. Don't think you have clout now...","twitter_cikm_2010"
"Advertising and Software for Digital Signage | Internet Online ...: Forget about posters. F.. http://bit.ly/6nF9Hq","twitter_cikm_2010"
"The girls are sick. The boys are getting pizza. Boys win. #fb","twitter_cikm_2010"
"RT @HawaiianKiko: #ALOHA Friday #SURF  @Momisbuff @EmmaTiebens  @klopez808 @gayagirl @5tosucceed @justdasoundguy @La_Cutie @mustheartdog ...","twitter_cikm_2010"
"@StarJonesEsq we are doing similar things www.1000eyes.com","twitter_cikm_2010"
"RT @tweetmeme TGIF – Day 11 http://bit.ly/28oWxo","twitter_cikm_2010"
"28 Ways to Have Cheap Halloween Fun: http://bit.ly/Nqcfq Can't believe Halloween is next week!","twitter_cikm_2010"
"@KathyRowe What better way to start your morning but with a good laugh... other than a good cup of java ","Sentiment140"
"Very true...u like the 5th person that said that RT @BittieBumBum: Only in state college you can loose a phone and get it back...","twitter_cikm_2010"
"This is All Smoke and Mirrors - We Are not Freelancers: We are happy to announce the launch of a new Obox perso.. http://bit.ly/C1Rth","twitter_cikm_2010"
"So.  Dessert? Or More steak? #choices #fb","twitter_cikm_2010"
"@AmericanAir I'll walk next time America. your vouchers are worthless.","Customer Support on Twitter"
"@JAnthonyMusic me too...","twitter_cikm_2010"
"Yo ill meet up with u after I leave the slave ship RT @DjOnce: @DJTHUMPL. Yo when you want me to bring the hard drive (pause)","twitter_cikm_2010"
"The Metro league has the night off, but that's not stopping us from featuring the Westview Wildcats as our Band of the Week.","twitter_cikm_2010"
"#eq 3.5 - 3.4 mi NW of Brawley, CA: Date: Sat, 10 Oct 2009 06:38:47 UTCLat/Lon: 32.9947/-115.579Depth: 12.72 http://bit.ly/JJxGA","twitter_cikm_2010"
"bhai baldeep like people always the forefront abuse modi like mouth soudagar neech ganvar anapadhchor and now rapistthese people talk like this desperation and frustration but see the magnaminy namo who never reply such people","Twitter Sentiments Dataset"
"My jones said that there will be a prize in my future. But I'm already perfectly content with the one in my present. The one I got in july.","twitter_cikm_2010"
"RT @WhatsThatSmell Q7 What holiday food item would you be most interested in sampling at the Taste of Sam's? #sharesams","twitter_cikm_2010"
"At the airport! Man!! Its empty! ","Sentiment140"
"Anti Jay-Z Movement?: Weird Conspiracy Videos Viewed By Millions, Attack Jay-Z's Alleged ""Masonic Messages""- Example: http://twurl.nl/kfzouk","twitter_cikm_2010"
"RT @nicenipplesstar: rollin up the piff!>word tho me too","twitter_cikm_2010"
"did they just do a coming in america move?","twitter_cikm_2010"
"@ragland03 hard to believe...but if so...that's shocking and some what disturbing for all effected and involved(nba/fans/teams/media etc)","twitter_cikm_2010"
"Changed my profile pic!","twitter_cikm_2010"
":-D this song always makes me feel hype","twitter_cikm_2010"
"modi not last india bjp setting very wrong examples for upcoming governments","Twitter Sentiments Dataset"
"Just made 200 coins ","Sentiment140"
"has her new phone, but the battery is crap. has to wait for a new one  oh well I can still flip it ooooo","Sentiment140"
"#makesumnoise if u think ur a model cuz u were in a fashion in which u had 2 provide the clothes","twitter_cikm_2010"
"Recipe for Puerto Plata. GTS: Gym.Tanning.SEX lmao RT @Jesseenya: @MizsLuna GTS baby!!!!","twitter_cikm_2010"
"Tech| Friendster undergoes ""green"" facelift, reported close to sale: Social networking pioneer Friendster of Mounta... http://bit.ly/6OsoKA","twitter_cikm_2010"
"@DiVaLeasha haha vacation.","twitter_cikm_2010"
"@AiDeN109 this whole meeting is rolling me over","twitter_cikm_2010"
"Cossette - Human Resources: The eMail Marketing Coordinator will partner with the eMail Marketing ... If you 're in... http://bit.ly/64Q3xs","twitter_cikm_2010"
"loving you in your Hudso Jeans @aimeesong http://bit.ly/3hB77F","twitter_cikm_2010"
"RT @DisneyPixar: #ts3 Feast your eyes on the new ""Toy Story 3"" trailer! http://bit.ly/NewTS3Trailer #fb","twitter_cikm_2010"
"@dawnfields nice to see you pretty  ( hopefully husband is not arround)  )  and good night!!!","Sentiment140"
"can bet you people love modi and dont think that after modi rahul will voted power that time will some one else its not the old days congress its gang antinationals","Twitter Sentiments Dataset"
"Tickets for the CDR 2009 Xmas Nativity Pageant go on sale TOMORROW AT NOON PST. $25+Paypal fees. http://bit.ly/6OuDST","twitter_cikm_2010"
"@coutureperfect lol how did you know? Lol whoa why do we gotta go there yall should cum here! Lol","twitter_cikm_2010"
"(Kelly) 800 thread count!? Wow! #gonnasleepwell :)","twitter_cikm_2010"
"#doyouhaveto always judge by first impression?","twitter_cikm_2010"
"@jimjonescapo what's ghetto your Italian marble? C'mon son!","twitter_cikm_2010"
"WHATS GOOD YALL ?","twitter_cikm_2010"
"@annkiecker He gives me munchausen!","twitter_cikm_2010"
"going for a nap failed  im crabbit!!! im quite liking the new song from JLS though xx","Sentiment140"
"iam lovin how fast my hair is grownin back http://myloc.me/TFAM","twitter_cikm_2010"
"Damn!!! This dude weigh 947 pounds!","twitter_cikm_2010"
"What did you think of the final Monk episode?","twitter_cikm_2010"
"cheap Rolex 18K/SS Datejust Watch CHAMPAGNE Stick Dial! 16233 http://bit.ly/8h4j8d","twitter_cikm_2010"
"My bf and I are looking forward to watching TV tonight.. Wait, did I just tweet that?! http://twitpic.com/o30r4","twitter_cikm_2010"
"RT @KhloeKardashian: Who is your style icon???««Victoria Beckham","twitter_cikm_2010"
"Ready to bet on some horses! ""And away they go!"" - http://bkite.com/015Vg","twitter_cikm_2010"
"New Orleans Fig Street Art Studio Goes International, news on Topix- http://ow.ly/EXQn","twitter_cikm_2010"
"WOOO done all my notes for revision...now i just have to learn them ","Sentiment140"
"@SneakerJunkie shut up.  The snow plow truck dead as buried my shit man","twitter_cikm_2010"
"Having problems keeping Mira asleep.","twitter_cikm_2010"
"#teamusa scored yay","twitter_cikm_2010"
"@DJMOS. Ummm. Nope not yet now now probably not ever and I'm not even the biggest jordan fan.","twitter_cikm_2010"
"@GetBusyMom Haha, @KiltnBoots bark is bigger than his bite.","twitter_cikm_2010"
"@urnxtopmodel  thanks girlie","Sentiment140"
"@JeffMarek i call BS, no one drinks wine with a burrito!","twitter_cikm_2010"
"'hear and feel this elemental time with me' a poem > http://bit.ly/16Mpdd","twitter_cikm_2010"
"Pig above 12th Street Ale House. Photo: http://tr.im/G7YR","twitter_cikm_2010"
"@ScottScanlon Oh awesome, glad you liked it!!!! Looking forward to your tweets here in twitterland ","Sentiment140"
"Booooom boom boom in the words of jovanni lol","twitter_cikm_2010"
"Just saw US Speedskating team in World's in Berlin sporting Colbert Nation banner on their uniforms. Cool. Donate here: http://cli.gs/69ZPR","twitter_cikm_2010"
"@allapparel you never will. That's what makes them amazing. Sax+guitars+trumpet+violin+keyboard+drums. Combination that can't be matched.","twitter_cikm_2010"
"Here's the new UberLink for those who don't have it----> http://www.ubertwitter.com/bb/beta/download.php","twitter_cikm_2010"
"@HeartMileyCyrus what? are you having a bad day or what? i'd help you but i dont know how. sorry? ","Sentiment140"
"RT @ChristFinnegan: If Jason Vorhees was alive today he'd prob have just written a few cunty things on FB & that would've been the end of it","twitter_cikm_2010"
"[1] Hey I just got alot of followers using http://ohurl.com/oN .","twitter_cikm_2010"
"Home hanging out with tonks  http://pic.gd/6a55","twitter_cikm_2010"
"RT @I_die4fashion: As long as you know we Wilson Tigers killed all competition! RT @jamescreeksw: #inhighschool all the bait was up Wilson","twitter_cikm_2010"
"Festive offerings at Tokyo hotels: News photo","twitter_cikm_2010"
"Love it when a particular good song comes on my last.fm radio station. Am listening to the Decemberists right now!","twitter_cikm_2010"
"I'Ont know..but I just can't bring myself 2 spend ovr $900 4 a frenchmade ski jacket. #notjudging, #buti'msayin'","twitter_cikm_2010"
"mayylee fine jewelry – 925 silver plated platinum agate pendant http://lin.cr/08i4","twitter_cikm_2010"
"@lvrealtorjon FINALLY! :)","twitter_cikm_2010"
"@Kay4388 how can you not love this face? :]  http://tweetphoto.com/10832152","twitter_cikm_2010"
"Really Kohls??? I guess it's even more pathetic that I'm browsing through it LOL http://pic.gd/a1d9f","twitter_cikm_2010"
"Hell yeah GO TAR HEELS!","twitter_cikm_2010"
"@LaNaNaBK thank you! How r u?","twitter_cikm_2010"
"Yup sis, REMOTE AREA MEDICAL. And i am tired.","twitter_cikm_2010"
"@emmacandlish haha you got me  xx","Sentiment140"
"Make a decision, and then make it right. There just are no wrong decisions. -Abraham","twitter_cikm_2010"
"@G187u we lookin good homie. Niggaz is trashed tho.","twitter_cikm_2010"
"@ilng thanks, ill try!  are u on tweetdeck?","Sentiment140"
"Last day being 26. Almost 30, gray hair.  Ugh.","twitter_cikm_2010"
"Saw a car with 666 for a LP.  lol  And, ugh, I hate when underage ppl hit on me ","Sentiment140"
"I now want a new Voltron toy. Modern toys suck, and Toys R Us is more of an extruded plastic graveyard.","twitter_cikm_2010"
"mai bhi chaukidaar shivam dear our prime minister modi this two popular star and please give big opportunity vote liye jaagruk karne liye many people inspired two popular star  ","Twitter Sentiments Dataset"
"James Daniel May (born 16 January 1963) is a British television presenter and award-winning journalist. http://bit.ly/HtdJf","twitter_cikm_2010"
"Feeling quite nice!!  ","Sentiment140"
"Vigil held on senator's doorstep   Message to Lieberman: Keep public health option:. . . http://www.thehour.com/story/478154","twitter_cikm_2010"
"@Sera115 I think kobes gonna have a german (dirk) nightmare tonight.","twitter_cikm_2010"
"@avemii In FB like that preference is given to posts with comment/likes. The world of video is amazing - as usual :)","twitter_cikm_2010"
"Finally I cleared my room out  It seems so empty now.. :O","Sentiment140"
"#becauseofdick I ll kno ur numba by heart eyes closed nd b able 2 say tha shit backwards startn wit tha area code lmmfao jus went n!","twitter_cikm_2010"
"@thetek i need that download dude!  hows your holiday going?","Sentiment140"
"God I can watch Death Becomes Her over and over and over again!!!! Love this movie","twitter_cikm_2010"
"Child: asleep. Husband: enjoying the remainder of his bday in Xbox zone. LaLa: sleep in her cage. Me: Bed watching movies. Merry Xmas :)","twitter_cikm_2010"
"There will always be evidence to prove your doubts right. And...there will always be evidence to prove them wrong. Focus on the latter. ;)","twitter_cikm_2010"
"Black ppl can't never have nothing! We are just as bad as crabs in a bucket!","twitter_cikm_2010"
"@Browntideguy Actually, it appears to be a problem on all FB albums, so you can restore pic #2 to its rightful glory.","twitter_cikm_2010"
"@FredPond I know I know! I saw a combine sitting yesterday and the strip tiller going! What a difference a week makes!","twitter_cikm_2010"
"Omg class is sooo long... I've dozed off a few times now.... When is it going to end?! http://myloc.me/vV3x","twitter_cikm_2010"
"just signed up! ","Sentiment140"
"@arghbowl Holy cow. Major family drama in my life right now, so stressed and Dave's folks are with us. BBM me if you can. <3","twitter_cikm_2010"
"letting my body rest today. man my muscles hurt! thank u melissa miles.. and runyon.. and my crazy teens for kicking my ass :)","twitter_cikm_2010"
"@jordanknight I WOULD LOVE TO LOOK AT YOUR SEXY FACE EVERYDAY","twitter_cikm_2010"
"Newport Beach rocks!!  Just saw a Happy Mum tee at fashion island, promoms are taking over the world!!","twitter_cikm_2010"
"Going to bed. Today...sucked. ","Sentiment140"
"Why does this girl have her hands on her body like I don't ever want a female touchin me","twitter_cikm_2010"
"Guys I need some new #heavy #music to listen too, suggestions? #metal","twitter_cikm_2010"
"RT @JDjumper10: RT @TheDFlight: Btw fuck you guys goun to Florida when I'm goun in the opposite direction**lol","twitter_cikm_2010"
"I don't like sleeping in my bed nemore #FML","twitter_cikm_2010"
"6,000 More Seats for MLS Cup Released http://bit.ly/3ylyS9","twitter_cikm_2010"
"@284502 We're here to help. Let's chat in DM to investigate. https://t.co/GDrqU2kzhr","Customer Support on Twitter"
"Dropping some footage to BRAVO, then WHIP IT Premiere, then Kristin Cavallari event at SKYBAR tonight","twitter_cikm_2010"
"@devonxjames you can take me on a d8 sunday :)","twitter_cikm_2010"
"Slowly breaking my addiction to Burt's Bees.  Excited about shooting with Leslie Jordan yesterday and Mink Stole today!","Sentiment140"
"I'm Proud of My bro @djscoobdoo for Holdin down weezy on the count Down to Rikers and shout Out to the whole yung money Fam! Nino Bown","twitter_cikm_2010"
"not much,mad because Mexico lost. ","Sentiment140"
"@MSZ_JASSY hey hoe","twitter_cikm_2010"
"View from Mt Royal: http://yfrog.com/0oa2ulj","twitter_cikm_2010"
"@wekng1 Well, if he's not up to it, at least he'll die happy lol","twitter_cikm_2010"
"RT this message if you've been TAKEN! http://bit.ly/zSMfB","twitter_cikm_2010"
"The Biggest Loser is on! Looks like it's another two hour show.","twitter_cikm_2010"
"Xbox Live: showtime177 is currently Offline. Last seen 21 minutes ago playing NBA 2K10 (Xbox Live Nation)","twitter_cikm_2010"
"RT @lovebscott: I love how God really does work everything out in my life. #sograteful","twitter_cikm_2010"
"MmMmmMmm Banana Popsicles","twitter_cikm_2010"
"@xCorporalCleggx LOL WE??","twitter_cikm_2010"
"Sending a SaturdayShoutOut to my friend, Bru @brutwit xxoxxo (:","twitter_cikm_2010"
"RT @seangabay: i for got who i am. im pissed at myself.","twitter_cikm_2010"
"In less than 24 hours Gary V. will be in town.  Let's give him a warm OKC welcome.  I look forward to seeing all my Facebook & Twitter peeps","twitter_cikm_2010"
"RT @Babyblueyes1828 @SabrinaBryan keep in mind @MissKellyO had to have shots to numb her feet so she could dance tonight! She's a (cont…","twitter_cikm_2010"
"putting final touches on my presentation for the Executive Women's Forum meeting tomorrow morning","twitter_cikm_2010"
"@_MissLacy_ It comedy for me, all these fumbles lmao. Like they been playing wit baby oil smh","twitter_cikm_2010"
"OMG! I AM SO OLD! Pat B...Love is a Battlefield. I can jam and sing the lyrics. OMG!","twitter_cikm_2010"
"@YourBoyJavi I'm going to school and you?","twitter_cikm_2010"
"And u r! RT @ill_will19: Every time I'm not at LFT I feel like I'm missing something good","twitter_cikm_2010"
"I'm gonna light my aroma candle...and study to get my mind off my sick car...","twitter_cikm_2010"
"RT @crisslara: sometimes the people you think will be by your side give up easier than you thought.","twitter_cikm_2010"
"@valeriefelicity i'm really sorry about ruining our plans today, v ","Sentiment140"
"@DangarusC Uhuh.. I just needed that ","Sentiment140"
"@theveggiequeen great feedback! We are on the same page.","twitter_cikm_2010"
"I can see the Travelers Tower in Hartford http://myloc.me/4tJoG","twitter_cikm_2010"
"@kvantuyl totally jealous. I need to start going again in a consistant manner","twitter_cikm_2010"
"Great lunch and now M&amp;Ms. All is good. ","Sentiment140"
"@DaySpace if chivalry is dead its cuz u independant women killed it..","twitter_cikm_2010"
"Was Michael Jackson Murdered?  Sick of Jon and Kate? Discuss it on Blogged.com. http://tinyurl.com/ln6s9s","twitter_cikm_2010"
"Holy jeez, are these ppl gonna miss me. Starting to feel guilty that I'm walking out with this brilliant mind. ;)","twitter_cikm_2010"
"Love mileys color length is a bit much for her age tho","twitter_cikm_2010"
"@ChrisMissal no coding at all","twitter_cikm_2010"
"I hit u n tha face but I'm still ur friend! #WTF lol #BGC","twitter_cikm_2010"
"RT @Jmanrech: crossroads","twitter_cikm_2010"
"RT @JerseyGirlsBar: Click 4 Details --> (http://caltweet.com/6o7 ) - sO YOU THINK YOU CAN DANCE EVERY WEDNESDAY RT Please","twitter_cikm_2010"
"kitty-sitting my roommate's new kitten :)","twitter_cikm_2010"
"where did the last hour go? I thought it was only 8:35 but it is 9:35 :-/","twitter_cikm_2010"
"New from WTC: Making a Case for Raw Milk - (Reading Ingredients: Tales from a Health-Conscious Mom.. http://bit.ly/36X4P3","twitter_cikm_2010"
"really don't want to work,  .","Sentiment140"
"Sony DSC-H50 Digital Camera going for $34.20 ($344.80 saved) http://tinyurl.com/yfzqe9l","twitter_cikm_2010"
"How much wood could a wood chuck chuck if Paris Hilton was threatening his environment? Lol :) http://myloc.me/Yixo","twitter_cikm_2010"
"Just finished making dinner! Watching ghosts of gfs past","twitter_cikm_2010"
"@noalay I'm staying 2 weeks.","twitter_cikm_2010"
"I think rob from Chinaman in the Oakland Park Flea wants to Chris Brown me! I always try him! LOL! I just ordered some ILL ass shirts ;)","twitter_cikm_2010"
"@Ms_AliceV  I also have to work today! ","Sentiment140"
"@Beeze_is_Truth =( fine...ill take 2shots for u","twitter_cikm_2010"
"MTP blog updated with Mondays Winners http://www.tweetmyblog.com/bpredir.php?r=1234&bp=http%3A%2F%2Fmaxtrafficpro.com%2Fblog%2F%3Fp%3D122","twitter_cikm_2010"
"CM is just the best! RT @Seattle_Events Shoreline Central Market having free demo:cooking w/saffron today @ 1:30 & 5:30pm http://is.gd/3gOnA","twitter_cikm_2010"
"RT @Hold_Mi_Drink Ur boys caught a ""L"" tonite playa lol @SCOOPB5SHAWTY YOUR BOYS MY NIGG LMAO!!!!! they 2 young","twitter_cikm_2010"
"@darrellwhitelaw I can't believe you still haven't hit up the barber. Haha","twitter_cikm_2010"
"I just found @dougsakmann asleep on his bathroom floor.... ummmmmm.....","twitter_cikm_2010"
"RT @joesebok ""...don't put limitations on yourself. other people will do that for you..."" < nice reminder","twitter_cikm_2010"
"Checking out ""NO LABEL- Coming Soon! Sneak peak of ""Say Yeah"""" on L.I.V.E. : http://yafavorite.ning.com/video/no-label-coming-soon-sneak","twitter_cikm_2010"
"#worstdayever RT @KleosJansport:  news just reported a guy just died by getting HIT by a plane while jogging. talk about a bad day...","twitter_cikm_2010"
"Not one half decent black suit in Glasgow apparently, got a grey one trimmed with black  I look rather suave if I don't say so meself ","Sentiment140"
"@jessicamarks ouch. How'd you manage that??","twitter_cikm_2010"
"http://twitpic.com/ovt7s - FLOWER PIC OF THE DAY","twitter_cikm_2010"
"Nice but Ben, don't go head first!","twitter_cikm_2010"
"so.. my 100th follower is an account called @his100th, I'm the only person being followed by them.. and they called me dreamy.  Interesting.","twitter_cikm_2010"
"Leaving to shoot the final spring training game of the Atlanta Braves. They are playing the Red Sox at Disney today.","twitter_cikm_2010"
"@Prettitasha   Hi Tasha, sorry for the delay RT. What's going on in your world my love?","twitter_cikm_2010"
"@brittizle aaahhhh sorry http://myloc.me/1r5lA","twitter_cikm_2010"
"@Burgundy_Slim1 and @summermce masturbation can't be a competition. i have an unlimited amt of orgasms...ur equip tends to tire out","twitter_cikm_2010"
"@LeeAnnBrent thanks mrs breezy!!! Hows life as a grandmother??","twitter_cikm_2010"
"have 2 extra txts for the Boss in the Meadowlands 10/2 (they are not good). who wants them? (free) I'm going the 8th now. can't ebay them","twitter_cikm_2010"
"Chillin at the grandparents house playing the PS3","twitter_cikm_2010"
"Goodmorning tweeps! I'm well rested..","twitter_cikm_2010"
"Meu olho ta ardendo demais ! Ahhh!","twitter_cikm_2010"
"'24': The Missing Persons We Want Back (and Those We Don't): http://bit.ly/2b1oJA","twitter_cikm_2010"
"Man im ready to pass the fuck out for tha nite","twitter_cikm_2010"
"@CDavis702 well I guess u need to invite some of us over for dinner so that we can be the judge of that! Lol","twitter_cikm_2010"
"If you saw 60 Minutes on Sunday, you know that Admiral Warns Cybersecurity Threat Looms For U.S.","twitter_cikm_2010"
"This girl @Synthetic_Star crazyy she sick but still a trooper wantin 2 go  to this party...entonce haay partyy hoy noche :)","twitter_cikm_2010"
"@PhotodanDotNet If you don't think of John Wayne or Chuck Norris, Bully!","twitter_cikm_2010"
"@ReReSwaff Awww... Who cares","twitter_cikm_2010"
"#Iloveitwhen whoever Im talkin 2 at the time, were on the same page","twitter_cikm_2010"
"@staygoldKC yes they rule","twitter_cikm_2010"
"saw him.. from afar.  http://plurk.com/p/11lxn0","Sentiment140"
"@citizensheep I think you're right, looks ace ","Sentiment140"
"@SNEAKNLA i dont see where it says #Guru passed away, how did u find out?","twitter_cikm_2010"
"@hoverkitten http://twitpic.com/o324z - Yes you are, with your glowing eyes!","twitter_cikm_2010"
"@MissHipHop Site looks gooooooood babe!!!!! Im over here now","twitter_cikm_2010"
"@DaXii_BayBii I would get mad if I had 2 put u in da air lmao.....nah j/p","twitter_cikm_2010"
"My friend just told me she went to a strip club and a stripper had a tampon. #vacationtime","twitter_cikm_2010"
"Tonight: Night Strike at Strike OC! $14 Unlimited Bowling from 9pm-1am. Live DJ and Drink Specials! 21+ Strike OC is located at The District","twitter_cikm_2010"
"Okay. Homework took longer than expected. Time for bed. Grueling day tomorrow.","twitter_cikm_2010"
"@dontdoesthat Oh ok.","twitter_cikm_2010"
"@tommcfly hahahahahahah im pretty sure i know what tv show is that! caceta e planeta right???  hilarioussss","Sentiment140"
"@chrispauldesign hey man got your text. Hope everyone gets in safe & sound. Have the best Christmas ever My friend! Love you guys!","twitter_cikm_2010"
"Easier said then done face! RT @meaganmohn: so that I can keep smiling as they're walking away.","twitter_cikm_2010"
"@xSB_ aww, did you like your present??","twitter_cikm_2010"
"RT @MrMadness: Mike Tyson is the greatest.<Dude...That documentary was one of the most moving things I saw of the last decade. Incredible.","twitter_cikm_2010"
"@ENEMY_ Because I'm not safely hooked to a cord that keeps me from getting hurt? All I have to do at Summersville is fall wrong and I'm done","twitter_cikm_2010"
"@Joanne_Kendall thank you!","twitter_cikm_2010"
"Prepping for a weekly staff meeting this afternoon, then headed to Daytona Beach for a business dinner with clients.","twitter_cikm_2010"
"Wakin up to pourin rain in SD. Last night I got ""chicken winged"" by a ""friend"". Did that really happen?!?! Uuumm bros before hos!? Thx ""bro""","twitter_cikm_2010"
"RT @JMakeiva: #lilwaynedeeptweets I'm so misunderstood, meaning you can not understand. But you have to understand, you understand?«#respect","twitter_cikm_2010"
"3:30pm....guess I should start laundry......  ","Sentiment140"
"@LyricallyTru ur right","twitter_cikm_2010"
"Sarah palin was giving a speech and she wrote talking points on her hand, so she wouldnt forget....  ::shakes head slowly::","twitter_cikm_2010"
